GeneID	Rank	FileCount	FileNames	GenePositions
LYVE1	23	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	97,175,233,4
STARD13	24	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	16,82,19,303
HIGD1B	25	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	11,150,95,95
S1PR1	26	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	46,121,107,29
PTPRB	27	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	130,42,43,53
SLIT3	28	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	59,16,1187,20
SPOCK2	29	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	44,184,103,27
RGCC	30	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	78,116,109,22
ADARB1	31	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	41,106,94,55
FMO2	32	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	138,157,151,8
EMCN	33	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	69,25,366,42
SH3GL3	34	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	275,1747,2,5
FCN3	35	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	73,31,25,302
FOXF1	36	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	23,120,33,297
GPM6A	37	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	17,27,474,193
TNNC1	38	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	84,23,52,306
FXYD1	39	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	74,107,146,43
TMEM100	40	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	111,85,17,159
RASIP1	41	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	30,208,21,246
CLDN18	42	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	75,50,115,135
CLEC1A	43	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	255,154,184,10
CLIC5	44	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	90,18,47,518
FHL5	45	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	60,59,221,91
LIMS2	46	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	68,248,57,74
ACVRL1	47	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	242,79,16,126
RAMP3	48	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	105,39,105,197
VWF	49	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	19,188,402,102
TGFBR3	50	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	32,171,166,147
EPAS1	51	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	37,320,62,149
FAM189A2	52	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	99,34,29,745
SVEP1	53	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	63,99,319,89
DPEP2	54	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	65,98,218,129
DUOX1	55	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	18,83,236,498
CAV2	56	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	106,330,72,66
CD93	57	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	50,295,208,72
FGFR4	58	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	56,610,4,402
ZNF106	59	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	66,147,71,262
MFAP4	60	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	104,220,280,44
GPM6B	61	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	48,825,40,124
ABCA8	62	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	27,80,4980,33
SASH1	63	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	40,251,83,288
SDPR	64	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	161,177,35,194
LRRC36	65	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	146,7,305,639
AOC3	66	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	52,160,154,250
ADAMTSL3	67	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	45,67,231,493
TACC1	68	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	47,236,165,200
SGCG	69	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	279,241,163,36
CDO1	70	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	155,540,224,24
RAMP2	71	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	29,434,102,324
GSTM5	72	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	227,468,74,49
WWC2	73	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	199,45,60,577
PKNOX2	74	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	109,639,30,164
ASPA	75	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	61,46,919,223
CELF2	76	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	862,56,80,107
GPX3	77	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	95,377,46,254
KCNK3	78	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	33,41,164,2156
ADRB2	79	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	182,143,85,217
STXBP6	80	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	57,232,145,317
TOP2A	81	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	177,94,348,118
SLIT2	82	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	51,225,127,451
HBA2	83	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	236,391,61,101
ROBO4	84	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	492,24,157,319
CFD	85	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	134,286,203,112
ADIRF	86	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	94,341,122,228
NME1	87	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	83,185,101,535
CLDN5	88	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	34,967,169,195
SPP1	89	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	14,265,780,436
HBB	90	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	218,375,161,94
PDZD2	91	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	103,273,65,527
SFTPC	92	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	36,65,327,1559
DENND3	93	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	140,49,148,1036
PAFAH1B3	94	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	334,108,76,385
MACF1	95	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	115,105,32,2247
RASL12	96	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	127,277,197,236
GHR	97	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	198,1193,170,41
PPP1R14B	98	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	191,523,147,114
STX12	99	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	89,211,237,395
COX7A1	100	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	128,739,367,57
SOX17	101	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	392,387,369,37
AGTR1	102	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	24,327,755,390
FXYD6	103	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	58,2080,89,177
CALCRL	104	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	374,112,260,196
RECK	105	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	241,201,371,132
FGR	106	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	356,245,159,157
MME	107	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	659,1634,3,131
MIF	108	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	107,145,73,1657
GAPDH	109	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	168,52,417,674
VGLL3	110	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	510,86,287,238
SLC6A4	111	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	553,155,173,207
TIE1	112	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	64,305,1340,156
GATA2	113	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	151,417,50,769
FBLN5	114	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	131,662,232,188
CYP4B1	115	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	192,134,198,651
LRRN3	116	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	42,1353,307,237
ANGPT1	117	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	166,237,619,171
C1orf21	118	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	423,115,153,450
SNX1	119	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	245,146,158,609
GOLM1	120	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	152,1773,38,265
OLFML1	121	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	169,569,356,128
THBD	122	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	144,668,104,369
NOTCH4	123	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	88,219,174,1143
SRPX	124	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	149,1435,317,67
LRRC32	125	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	122,373,195,490
PID1	126	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	187,845,59,352
KANK2	127	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	204,312,252,290
EFCC1	128	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1166,560,27,162
AQP4	129	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	291,347,297,184
COL13A1	130	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	538,481,26,456
VIPR1	131	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	209,213,108,959
PYCR1	132	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	269,292,16089,6
FEZ1	133	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	85,2321,270,116
HSD17B6	134	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	425,125,98,873
PLA2G1B	135	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	321,53,333,902
CAT	136	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	77,262,1355,259
FZD4	137	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	38,1019,408,448
CDC20	138	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	410,167,398,245
ANOS1	139	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	211,688,181,264
TGFBR2	140	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	207,334,355,301
MFNG	141	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	100,1214,750,92
LPL	142	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	126,1084,69,644
AHNAK	143	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	201,674,63,687
TMEM204	144	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	124,696,201,464
MARCO	145	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	318,307,133,542
TNXB	146	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	35,1,12060,5154
DNASE1L3	147	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	175,1127,1107,45
SPARCL1	148	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	193,854,841,70
SEMA5A	149	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	82,326,998,365
GPD1	150	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	554,140,368,298
PAICS	151	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	145,402,379,422
LAMP3	152	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	289,897,274,139
LIMCH1	153	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	214,429,113,774
PCOLCE2	154	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	421,1062,53,291
HSPB8	155	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	234,239,370,455
ITIH5	156	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	43,15,4971,2604
HYAL1	157	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	263,590,48,879
CPB2	158	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	195,380,521,271
QKI	159	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	139,12,1912,2374
SRPK1	160	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	208,1089,228,209
LTBP4	161	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	313,865,58,472
STARD8	162	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	268,181,255,802
TBX3	163	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	167,1151,97,492
ICAM2	164	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	185,776,88,693
CENPF	165	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	494,193,951,134
KLF4	166	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	173,1071,129,423
HSPB2	167	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	399,945,273,122
HBEGF	168	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	405,570,176,279
WFDC1	169	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	220,388,175,761
PRX	170	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	441,500,56,695
MYH10	171	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	261,509,259,387
SYNM	172	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	116,529,335,675
VSIG4	173	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	390,757,258,183
CD34	174	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	117,528,939,266
MMRN2	175	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	62,66,4587,798
LHFP	176	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	179,778,336,309
PTPRM	177	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	346,489,254,345
GJA4	178	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	76,850,544,459
SEPT4	179	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	172,192,867,571
LMO2	180	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	159,632,591,292
SNRK	181	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	164,271,400,916
ALDH18A1	182	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	307,665,82,788
MT1M	183	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	249,1038,494,146
CRYAB	184	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	87,4815,452,98
TIMP3	185	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	550,826,90,343
ENG	186	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	132,461,285,1015
DPYSL2	187	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	184,635,178,805
ASPM	188	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	614,252,384,296
HOXA5	189	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	135,1920,428,174
GNG11	190	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	285,508,315,403
RRAS	191	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	350,1774,66,338
TAL1	192	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	28,76,3173,2904
MDK	193	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	217,1270,191,358
DES	194	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	280,228,1279,260
CRTAC1	195	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	243,328,524,481
TRPV2	196	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	212,352,275,965
CCL23	197	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	754,536,1090,52
SOSTDC1	198	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	180,2842,167,232
SMAD6	199	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	240,437,380,536
ARHGEF15	200	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	113,54,1683,2022
HLX	201	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	364,457,220,591
MYZAP	202	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	12599,37,185,142
TMEM74B	203	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	422,1787,22,669
DENND2A	204	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	304,345,162,1233
WFS1	205	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	156,255,485,1249
KDM5B	206	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	573,589,1293,65
LMO7	207	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	810,129,131,1414
ARHGEF6	208	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	158,918,860,225
FERMT2	209	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	252,1104,266,351
PTRF	210	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	213,969,211,582
CPED1	211	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	2451,269,139,233
CHRDL1	212	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	133,156,1888,742
DACH1	213	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	176,1946,238,334
KLF2	214	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	108,323,1275,678
ADGRE5	215	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	250,456,189,1186
TBX2	216	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	81,822,135,2646
FGF2	217	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	465,254,282,795
EML1	218	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	216,1403,354,281
SH2D3C	219	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	8773,139,194,93
PLPP2	220	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	147,1497,205,663
SEMA3G	221	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	221,97,858,1605
MMP11	222	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	680,1356,414,85
CCNB2	223	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	519,169,536,634
SNCA	224	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1224,601,488,90
MELK	225	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	543,214,596,444
ARHGAP44	226	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	452,291,316,721
TMOD1	227	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1064,247,206,533
SLC1A1	228	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	450,676,34,1875
ARAP3	229	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	93,646,365,1459
TNS1	230	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	54,93,820,7320
BCHE	231	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	178,2704,959,82
FAM65A	232	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	224,640,435,547
PRELP	233	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	481,1481,130,326
CDCA8	234	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	996,256,859,170
CDH13	235	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	577,5195,24,269
ADGRL2	236	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	123,679,300,1461
KDELR2	237	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	101,821,424,1092
ABI3BP	238	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	2476,406,283,130
ANKS1A	239	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	326,1013,227,544
SLCO2A1	240	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	281,474,142,1872
EIF1	241	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1299,133,75,2149
PMP22	242	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	438,1076,577,168
HMGB3	243	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	148,425,710,987
UBE2C	244	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	817,207,623,396
CFP	245	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1764,306,470,165
KIAA0101	246	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	338,233,473,1110
CTNNAL1	247	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	186,1933,289,420
MYCT1	248	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	910,68,4370,173
COL11A1	249	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	283,258,1601,425
SLC2A1	250	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	636,534,603,239
PPP1R15A	251	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	474,1225,264,310
SESN1	252	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	102,1384,922,407
PHACTR1	253	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1447,26,801,1272
CACNA2D2	254	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	276,447,573,722
MCM4	255	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	507,301,674,491
PPM1F	256	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	71,2005,1317,308
STOM	257	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	278,243,627,1181
GPC3	258	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	332,3363,110,349
OLR1	259	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	917,356,328,462
CCNB1	260	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	431,159,1210,637
TSPAN7	261	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	205,2317,152,649
LTC4S	262	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1176,2144,235,88
EXOSC7	263	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	9,69,4899,18386
MARC2	264	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	403,92,654,2016
WIF1	265	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	200,813,1180,315
BIRC5	266	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	672,244,1004,342
GAS6	267	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	231,881,492,573
CBX7	268	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	232,477,635,821
CEP55	269	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	372,333,687,673
HYAL2	270	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	413,986,179,720
STIL	271	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1337,349,644,191
MMRN1	272	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1550,1421,2824,11
C5AR1	273	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	649,1049,393,218
UPK3B	274	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	98,1218,1257,435
PCDH12	275	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	162,283,223,5213
WISP2	276	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	476,607,467,445
GYPC	277	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	975,995,538,121
EIF2AK1	278	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	238,1275,629,341
C11orf80	279	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	436,1012,119,1002
HMGA1	280	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	320,660,1172,283
SELP	281	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	219,313,6384,180
AOX1	282	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	586,450,765,339
TPX2	283	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	595,182,1471,432
SORBS1	284	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	310,199,403,2417
LMCD1	285	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	340,1545,347,366
GMFG	286	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	256,1074,1767,166
UBL3	287	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	406,714,454,517
INPP5A	288	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	189,1395,190,1281
MSR1	289	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	688,883,680,179
NEK2	290	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	642,111,1667,594
ALOX5	291	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	894,518,407,359
MS4A2	292	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	880,538,991,161
PRKCH	293	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	288,1796,790,186
SAP18	294	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	415,497,503,686
CASQ2	295	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1644,484,571,158
ARRB1	296	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	153,368,891,1484
COL10A1	297	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	230,1048,634,504
TMEM47	298	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	369,1241,388,412
GFPT1	299	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	257,2763,183,529
TMEM177	300	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	651,764,501,304
ZEB2	301	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	730,606,1305,152
NDRG2	302	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	225,2499,360,392
