GeneID	Rank	FileCount	FileNames	GenePositions
LDB2	24	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	26,127,141,19
FHL1	25	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	21,100,64,54
STX11	26	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	458,28,18,17
RAI2	27	3	data1.tsv, data2.tsv, data4.tsv	70,304,NA,282
KIAA1462	28	2	data1.tsv, data2.tsv	49,261,NA,NA
GDF10	29	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	248,21,12,59
LYVE1	30	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	97,175,233,4
STARD13	31	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	16,82,19,303
WNT3A	32	2	data3.tsv, data4.tsv	NA,NA,44,80
HIGD1B	33	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	11,150,95,95
ECSCR	34	2	data2.tsv, data4.tsv	NA,63,NA,73
S1PR1	35	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	46,121,107,29
PTPRB	36	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	130,42,43,53
SLIT3	37	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	59,16,1187,20
SPOCK2	38	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	44,184,103,27
RGCC	39	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	78,116,109,22
ADARB1	40	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	41,106,94,55
FMO2	41	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	138,157,151,8
EMCN	42	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	69,25,366,42
SH3GL3	43	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	275,1747,2,5
LINC00312	44	2	data1.tsv, data2.tsv	181,71,NA,NA
MCEMP1	45	3	data2.tsv, data3.tsv, data4.tsv	NA,29,5,86
FCN3	46	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	73,31,25,302
FOXF1	47	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	23,120,33,297
GPM6A	48	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	17,27,474,193
OR7E47P	49	2	data1.tsv, data2.tsv	265,58,NA,NA
TNNC1	50	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	84,23,52,306
FXYD1	51	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	74,107,146,43
TMEM100	52	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	111,85,17,159
RASIP1	53	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	30,208,21,246
C14orf132	54	2	data1.tsv, data2.tsv	80,386,NA,NA
CLDN18	55	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	75,50,115,135
CLEC1A	56	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	255,154,184,10
CLIC5	57	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	90,18,47,518
FHL5	58	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	60,59,221,91
RTKN2	59	2	data2.tsv, data4.tsv	NA,96,NA,110
LIMS2	60	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	68,248,57,74
ACVRL1	61	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	242,79,16,126
RAMP3	62	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	105,39,105,197
VWF	63	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	19,188,402,102
TGFBR3	64	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	32,171,166,147
EPAS1	65	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	37,320,62,149
FAM189A2	66	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	99,34,29,745
COL6A6	67	2	data2.tsv, data4.tsv	NA,195,NA,76
SVEP1	68	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	63,99,319,89
DPEP2	69	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	65,98,218,129
DUOX1	70	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	18,83,236,498
FIGF	71	2	data3.tsv, data4.tsv	NA,NA,55,175
CAV2	72	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	106,330,72,66
CD93	73	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	50,295,208,72
FGFR4	74	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	56,610,4,402
ZNF106	75	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	66,147,71,262
MFAP4	76	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	104,220,280,44
GPM6B	77	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	48,825,40,124
ABCA8	78	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	27,80,4980,33
SASH1	79	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	40,251,83,288
SDPR	80	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	161,177,35,194
LRRC36	81	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	146,7,305,639
AOC3	82	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	52,160,154,250
ADAMTSL3	83	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	45,67,231,493
TACC1	84	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	47,236,165,200
HSPA12B	85	3	data2.tsv, data3.tsv, data4.tsv	NA,89,39,83
GIMAP1-GIMAP5	86	2	data1.tsv, data2.tsv	121,629,NA,NA
SGCG	87	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	279,241,163,36
CDO1	88	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	155,540,224,24
RAMP2	89	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	29,434,102,324
LGI3	90	3	data2.tsv, data3.tsv, data4.tsv	NA,77,160,23
GSTM5	91	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	227,468,74,49
KL	92	2	data1.tsv, data2.tsv	160,499,NA,NA
WWC2	93	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	199,45,60,577
PKNOX2	94	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	109,639,30,164
ASPA	95	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	61,46,919,223
CELF2	96	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	862,56,80,107
GPX3	97	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	95,377,46,254
KCNK3	98	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	33,41,164,2156
ADRB2	99	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	182,143,85,217
STXBP6	100	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	57,232,145,317
PLAC9	101	3	data2.tsv, data3.tsv, data4.tsv	NA,90,137,34
TOP2A	102	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	177,94,348,118
SLIT2	103	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	51,225,127,451
HBA2	104	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	236,391,61,101
LY75-CD302	105	2	data1.tsv, data2.tsv	300,294,NA,NA
ROBO4	106	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	492,24,157,319
GPIHBP1	107	3	data2.tsv, data3.tsv, data4.tsv	NA,84,87,77
CFD	108	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	134,286,203,112
CD300LG	109	3	data2.tsv, data3.tsv, data4.tsv	NA,408,23,61
ADIRF	110	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	94,341,122,228
NME1	111	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	83,185,101,535
CLDN5	112	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	34,967,169,195
SPP1	113	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	14,265,780,436
MAMDC2	114	3	data2.tsv, data3.tsv, data4.tsv	NA,13,187,227
HBB	115	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	218,375,161,94
PDZD2	116	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	103,273,65,527
SFTPC	117	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	36,65,327,1559
DENND3	118	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	140,49,148,1036
CCM2L	119	3	data2.tsv, data3.tsv, data4.tsv	NA,218,92,48
PAFAH1B3	120	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	334,108,76,385
PIP5K1B	121	3	data1.tsv, data2.tsv, data4.tsv	114,426,NA,7372
MACF1	122	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	115,105,32,2247
LINC01140	123	2	data1.tsv, data2.tsv	605,153,NA,NA
RASL12	124	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	127,277,197,236
GHR	125	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	198,1193,170,41
MIR22	126	2	data1.tsv, data2.tsv	302,446,NA,NA
PPP1R14B	127	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	191,523,147,114
LINC00968	128	2	data2.tsv, data4.tsv	NA,44,NA,954
STX12	129	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	89,211,237,395
COX7A1	130	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	128,739,367,57
MIR4738	131	2	data1.tsv, data2.tsv	363,401,NA,NA
SOX17	132	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	392,387,369,37
BTNL9	133	3	data2.tsv, data3.tsv, data4.tsv	NA,43,67,421
AGTR1	134	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	24,327,755,390
FXYD6	135	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	58,2080,89,177
CALCRL	136	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	374,112,260,196
CES1	137	2	data3.tsv, data4.tsv	NA,NA,242,240
RECK	138	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	241,201,371,132
FGR	139	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	356,245,159,157
MME	140	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	659,1634,3,131
MIF	141	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	107,145,73,1657
GAPDH	142	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	168,52,417,674
C10orf67	143	3	data2.tsv, data3.tsv, data4.tsv	NA,556,116,31
VGLL3	144	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	510,86,287,238
FGD5	145	3	data2.tsv, data3.tsv, data4.tsv	NA,101,100,221
SLC6A4	146	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	553,155,173,207
TIE1	147	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	64,305,1340,156
ECT2	148	3	data1.tsv, data2.tsv, data4.tsv	445,455,NA,820
SFTPA1	149	2	data3.tsv, data4.tsv	NA,NA,126,325
GATA2	150	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	151,417,50,769
FBLN5	151	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	131,662,232,188
CYP4B1	152	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	192,134,198,651
LRRN3	153	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	42,1353,307,237
ARHGAP31	154	3	data2.tsv, data3.tsv, data4.tsv	NA,48,99,508
ANGPT1	155	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	166,237,619,171
C1orf21	156	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	423,115,153,450
SNX1	157	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	245,146,158,609
THSD1	158	2	data3.tsv, data4.tsv	NA,NA,1148,138
GOLM1	159	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	152,1773,38,265
OLFML1	160	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	169,569,356,128
THBD	161	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	144,668,104,369
NOTCH4	162	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	88,219,174,1143
SRPX	163	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	149,1435,317,67
LRRC32	164	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	122,373,195,490
MEIS1	165	3	data1.tsv, data2.tsv, data4.tsv	246,2241,NA,1000
PID1	166	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	187,845,59,352
VEPH1	167	3	data2.tsv, data3.tsv, data4.tsv	NA,8,171,1234
SEMA6A	168	3	data1.tsv, data2.tsv, data4.tsv	504,1760,NA,231
KANK2	169	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	204,312,252,290
KIAA0040	170	3	data1.tsv, data2.tsv, data4.tsv	273,372,NA,4304
C1orf186	171	2	data3.tsv, data4.tsv	NA,NA,1554,125
EFCC1	172	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1166,560,27,162
GLIPR2	173	3	data2.tsv, data3.tsv, data4.tsv	NA,361,124,79
AQP4	174	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	291,347,297,184
C1QTNF7	175	3	data2.tsv, data3.tsv, data4.tsv	NA,47,155,414
CYYR1	176	3	data2.tsv, data3.tsv, data4.tsv	NA,370,234,39
COL13A1	177	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	538,481,26,456
VIPR1	178	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	209,213,108,959
PYCR1	179	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	269,292,16089,6
FEZ1	180	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	85,2321,270,116
HSD17B6	181	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	425,125,98,873
PCDH17	182	2	data1.tsv, data2.tsv	222,1649,NA,NA
PLA2G1B	183	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	321,53,333,902
IGSF10	184	3	data2.tsv, data3.tsv, data4.tsv	NA,19,422,242
CAT	185	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	77,262,1355,259
HSPC324	186	2	data2.tsv, data4.tsv	NA,559,NA,172
GLDN	187	3	data2.tsv, data3.tsv, data4.tsv	NA,33,117,914
ESAM	188	3	data2.tsv, data3.tsv, data4.tsv	NA,141,70,443
LOC101929500	189	2	data1.tsv, data2.tsv	301,1091,NA,NA
FZD4	190	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	38,1019,408,448
CDC20	191	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	410,167,398,245
ANOS1	192	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	211,688,181,264
CLEC14A	193	3	data2.tsv, data3.tsv, data4.tsv	NA,250,156,117
SCN4B	194	3	data2.tsv, data3.tsv, data4.tsv	NA,197,81,300
TGFBR2	195	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	207,334,355,301
MFNG	196	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	100,1214,750,92
C10orf54	197	3	data2.tsv, data3.tsv, data4.tsv	NA,144,143,229
FAM150B	198	3	data2.tsv, data3.tsv, data4.tsv	NA,74,459,84
NCKAP5	199	3	data2.tsv, data3.tsv, data4.tsv	NA,285,125,145
LPL	200	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	126,1084,69,644
GKN2	201	3	data2.tsv, data3.tsv, data4.tsv	NA,9,809,226
AHNAK	202	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	201,674,63,687
TTC28	203	3	data1.tsv, data2.tsv, data4.tsv	141,600,NA,16935
TMEM204	204	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	124,696,201,464
BOLA2B	205	2	data1.tsv, data2.tsv	424,733,NA,NA
MARCO	206	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	318,307,133,542
INMT	207	3	data2.tsv, data3.tsv, data4.tsv	NA,72,276,205
TNXB	208	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	35,1,12060,5154
DNASE1L3	209	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	175,1127,1107,45
SPARCL1	210	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	193,854,841,70
SEMA5A	211	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	82,326,998,365
GPD1	212	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	554,140,368,298
LOC101927137	213	2	data1.tsv, data2.tsv	549,562,NA,NA
PAICS	214	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	145,402,379,422
LAMP3	215	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	289,897,274,139
LIMCH1	216	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	214,429,113,774
PCOLCE2	217	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	421,1062,53,291
HSPB8	218	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	234,239,370,455
ITIH5	219	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	43,15,4971,2604
HYAL1	220	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	263,590,48,879
CPB2	221	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	195,380,521,271
RHOJ	222	3	data2.tsv, data3.tsv, data4.tsv	NA,158,909,21
QKI	223	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	139,12,1912,2374
C19orf48	224	2	data3.tsv, data4.tsv	NA,NA,618,249
CCL15-CCL14	225	2	data1.tsv, data2.tsv	322,1271,NA,NA
SRPK1	226	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	208,1089,228,209
LTBP4	227	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	313,865,58,472
STARD8	228	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	268,181,255,802
TBX3	229	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	167,1151,97,492
ICAM2	230	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	185,776,88,693
SYT15	231	3	data2.tsv, data3.tsv, data4.tsv	NA,338,294,58
CENPF	232	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	494,193,951,134
KLF4	233	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	173,1071,129,423
HSPB2	234	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	399,945,273,122
HBEGF	235	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	405,570,176,279
WFDC1	236	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	220,388,175,761
PRX	237	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	441,500,56,695
CGNL1	238	2	data3.tsv, data4.tsv	NA,NA,313,340
MYH10	239	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	261,509,259,387
SYNM	240	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	116,529,335,675
VSIG4	241	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	390,757,258,183
CD34	242	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	117,528,939,266
MMRN2	243	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	62,66,4587,798
LHFP	244	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	179,778,336,309
PTPRM	245	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	346,489,254,345
GJA4	246	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	76,850,544,459
SEPT4	247	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	172,192,867,571
OCIAD2	248	3	data2.tsv, data3.tsv, data4.tsv	NA,724,86,178
LMO2	249	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	159,632,591,292
IL11RA	250	2	data1.tsv, data2.tsv	607,691,NA,NA
SNRK	251	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	164,271,400,916
PEBP4	252	3	data2.tsv, data3.tsv, data4.tsv	NA,198,284,160
ALDH18A1	253	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	307,665,82,788
MT1M	254	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	249,1038,494,146
CRYAB	255	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	87,4815,452,98
TIMP3	256	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	550,826,90,343
ENG	257	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	132,461,285,1015
DPYSL2	258	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	184,635,178,805
ASPM	259	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	614,252,384,296
HOXA5	260	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	135,1920,428,174
GNG11	261	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	285,508,315,403
RRAS	262	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	350,1774,66,338
TAL1	263	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	28,76,3173,2904
MDK	264	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	217,1270,191,358
DES	265	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	280,228,1279,260
CRTAC1	266	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	243,328,524,481
CNRIP1	267	3	data2.tsv, data3.tsv, data4.tsv	NA,1196,248,38
TRPV2	268	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	212,352,275,965
CCL23	269	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	754,536,1090,52
PPP1R14A	270	3	data2.tsv, data3.tsv, data4.tsv	NA,299,271,140
SOSTDC1	271	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	180,2842,167,232
RILPL2	272	3	data2.tsv, data3.tsv, data4.tsv	NA,221,222,253
UBE2T	273	3	data2.tsv, data3.tsv, data4.tsv	NA,62,364,381
SMAD6	274	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	240,437,380,536
ARHGEF15	275	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	113,54,1683,2022
HLX	276	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	364,457,220,591
MYZAP	277	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	12599,37,185,142
TMEM74B	278	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	422,1787,22,669
DENND2A	279	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	304,345,162,1233
WFS1	280	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	156,255,485,1249
GIMAP8	281	3	data2.tsv, data3.tsv, data4.tsv	NA,332,210,216
KDM5B	282	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	573,589,1293,65
LMO7	283	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	810,129,131,1414
ARHGEF6	284	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	158,918,860,225
FERMT2	285	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	252,1104,266,351
SCARA5	286	3	data2.tsv, data3.tsv, data4.tsv	NA,202,848,46
PTRF	287	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	213,969,211,582
MUSTN1	288	2	data3.tsv, data4.tsv	NA,NA,1138,252
CPED1	289	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	2451,269,139,233
CHRDL1	290	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	133,156,1888,742
COX4I2	291	3	data2.tsv, data3.tsv, data4.tsv	NA,815,37,656
DACH1	292	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	176,1946,238,334
KLF2	293	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	108,323,1275,678
ADGRE5	294	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	250,456,189,1186
TBX2	295	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	81,822,135,2646
FGF2	296	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	465,254,282,795
EML1	297	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	216,1403,354,281
SH2D3C	298	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	8773,139,194,93
PLPP2	299	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	147,1497,205,663
SEMA3G	300	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	221,97,858,1605
MMP11	301	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	680,1356,414,85
ANKRD29	302	3	data2.tsv, data3.tsv, data4.tsv	NA,51,375,621
CCNB2	303	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	519,169,536,634
SNCA	304	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1224,601,488,90
MELK	305	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	543,214,596,444
ARHGAP44	306	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	452,291,316,721
LOC101930578	307	2	data1.tsv, data2.tsv	260,3418,NA,NA
TMOD1	308	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	1064,247,206,533
SLC1A1	309	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	450,676,34,1875
ARAP3	310	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	93,646,365,1459
TNS1	311	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	54,93,820,7320
NLRC4	312	3	data2.tsv, data3.tsv, data4.tsv	NA,206,572,105
BCHE	313	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	178,2704,959,82
FAM65A	314	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	224,640,435,547
PRELP	315	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	481,1481,130,326
LOC100507855	316	2	data1.tsv, data2.tsv	784,713,NA,NA
KCNT2	317	3	data2.tsv, data3.tsv, data4.tsv	NA,253,219,372
CDCA8	318	4	data1.tsv, data2.tsv, data3.tsv, data4.tsv	996,256,859,170
