GeneID	Rank	Score	p.adjust	FileCount	FileNames	GenePositions
RGCC	16	4.47644135807809e-09	5.51441619798244e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	22,116,112,78
S1PR1	17	5.13856108304295e-09	5.9577081733398e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	29,120,107,45
KANK3	18	7.3395990436301e-09	7.85271664458301e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	26,64,14,129
PTPRB	19	7.56984354373806e-09	7.85271664458301e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	53,42,43,130
CLDN18	20	8.29316026292089e-09	8.17290943910854e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	135,50,115,75
GRK5	21	9.61235584507432e-09	9.02188255744833e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	140,138,106,3
LDB2	22	1.04758662469152e-08	9.38542380575905e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	19,127,141,25
ADH1B	23	1.13962892244359e-08	9.75729529777866e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	12,5,144,22
FXYD1	24	1.20427291082171e-08	9.75729529777866e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	43,107,146,74
HIGD1B	25	1.2376072168669e-08	9.75729529777866e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	95,150,95,10
FMO2	26	1.49072102773214e-08	1.13008120986925e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	8,157,151,138
TMEM100	27	1.610319692216e-08	1.17553337531768e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	159,85,17,111
TGFBR3	28	2.11130327375545e-08	1.48620669734714e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	147,171,166,32
SPOCK2	29	2.8446431511869e-08	1.93337643137565e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	27,184,103,44
CAV1	30	3.60179017463654e-08	2.29004143038988e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	13,196,49,39
SDPR	31	3.60179017463654e-08	2.29004143038988e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	194,177,35,161
RAMP3	32	3.8322332940174e-08	2.36041619453384e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	197,39,105,105
STX11	33	4.10870518353584e-08	2.45401755053004e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	17,28,18,458
ADRB2	34	5.66327086699853e-08	3.28303143495709e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	217,143,85,182
DPEP2	35	5.98603798853983e-08	3.370994535832e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	128,98,218,64
FHL5	36	6.32240902616548e-08	3.4615189418256e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	91,59,221,61
TACC1	37	7.54677520289393e-08	4.02018754727133e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	200,236,165,47
LYVE1	38	7.81154930539197e-08	4.05172728445463e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	4,175,233,97
LIMS2	39	8.94090879059392e-08	4.47921172257483e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	74,248,57,68
ACVRL1	40	9.09023180634162e-08	4.47921172257483e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	126,79,16,242
RASIP1	41	9.39448115471354e-08	4.51622496486351e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	246,208,21,30
GDF10	42	1.00258272565542e-07	4.59555942387634e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	59,21,12,248
AOC3	43	1.00258272565542e-07	4.59555942387634e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	250,160,154,52
CLEC1A	44	1.12066089054874e-07	5.02005139834448e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	10,154,185,255
ZNF106	45	1.21117496699809e-07	5.30494635545164e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	262,147,71,66
RASL12	46	1.40853794430437e-07	6.03527888744328e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	236,277,196,127
CFD	47	1.58304287669734e-07	6.51411458684466e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	112,286,203,134
SGCG	48	1.60594366773076e-07	6.51411458684466e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	36,241,162,279
MFAP4	49	1.62909203221871e-07	6.51411458684466e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	44,220,280,104
PECAM1	50	1.65248974805801e-07	6.51411458684466e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	14,290,96,15
CD93	51	1.7732812691819e-07	6.72141804145679e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	72,295,208,50
SASH1	52	1.7732812691819e-07	6.72141804145679e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	288,251,83,40
FOXF1	53	2.00725042306365e-07	7.46469921482728e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	297,121,33,23
FCN3	54	2.14683423914703e-07	7.79656692832835e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	302,31,25,73
STARD13	55	2.17560213626616e-07	7.79656692832835e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	303,82,19,16
KANK2	56	2.2340043180617e-07	7.82743729588428e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	290,312,251,204
TNNC1	57	2.26364244477628e-07	7.82743729588428e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	306,23,51,84
EPAS1	58	2.44771173255717e-07	8.31799969805204e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	149,320,62,37
STXBP6	59	2.60949043539721e-07	8.71746720028458e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	317,232,145,57
SVEP1	60	2.71032876386226e-07	8.86814970074618e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	89,99,318,63
CAV2	61	2.74458209916548e-07	8.86814970074618e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	66,330,72,106
ADIRF	62	3.14318000953516e-07	9.99227064321582e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	228,341,122,94
AQP4	63	3.33804911419712e-07	0.000104433250858453	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	184,347,296,291
TOP2A	64	3.84265498977905e-07	0.000118341765388352	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	118,94,347,177
SLIT3	65	4.06803370625149e-07	0.000123355299000334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	20,16,1185,58
TGFBR2	66	4.16223447726478e-07	0.000124299456889226	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	301,334,354,207
FGR	67	4.25709641385449e-07	0.000125234881070257	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	158,245,159,356
HBB	68	4.40241813211791e-07	0.0001276053843883	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	94,375,161,218
GPX3	69	4.50134501717666e-07	0.000128581898968916	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	254,377,46,95
EMCN	70	4.7041910578973e-07	0.000132456579644508	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	42,25,365,70
RECK	71	4.96730000552351e-07	0.000137895046632209	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	132,201,370,240
HBA2	72	5.18561061879283e-07	0.000140011486707406	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	101,391,61,236
CALCRL	73	5.18561061879283e-07	0.000140011486707406	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	196,112,260,374
PAFAH1B3	74	5.70306852788401e-07	0.000151902000925127	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	385,108,76,334
SOX17	75	6.25831995097141e-07	0.000164468648311529	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	37,386,368,392
STX12	76	6.38702155043497e-07	0.000165642361525096	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	396,211,236,89
VWF	77	6.92177864319916e-07	0.000177179554620072	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	102,188,402,19
CDC20	78	7.48943267462513e-07	0.00018925220258572	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	245,167,397,410
RAMP2	79	7.7860082345102e-07	0.000194255977597716	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	324,434,102,29
PAICS	80	8.16901297908061e-07	0.000201264057272099	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	421,402,378,145
ABCA8	81	1.02715004598513e-06	0.000249939844523049	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	33,81,4971,27
GSTM5	82	1.05814110800827e-06	0.000252758748554043	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	49,468,74,227
C1orf21	83	1.06764175423486e-06	0.000252758748554043	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	450,115,153,423
SLIT2	84	1.07720623432469e-06	0.000252758748554043	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	451,224,128,51
HSPB8	85	1.11610820866633e-06	0.000258805797562511	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	455,239,369,234
PTPRM	86	1.27144303335592e-06	0.000289785933473764	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	345,489,253,346
MCEMP1	87	1.27911599250215e-06	0.000289785933473764	3	gene1.txt, gene2.txt, gene3.txt	86,29,5,NA
GPM6A	88	1.30435895069496e-06	0.000292146760434065	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	193,27,471,17
GPIHBP1	89	1.37144296079238e-06	0.000300346008413532	3	gene1.txt, gene2.txt, gene3.txt	77,84,87,NA
HSPA12B	90	1.37144296079238e-06	0.000300346008413532	3	gene1.txt, gene2.txt, gene3.txt	83,89,39,NA
GNG11	91	1.47862679241295e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	403,508,314,285
MYH10	92	1.49083417281412e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	387,509,259,261
LRRC32	93	1.50311698475416e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	490,373,195,122
CLIC5	94	1.51809089552804e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	518,18,47,90
ADAMTSL3	95	1.5404211139709e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	493,67,231,46
SH3GL3	96	1.54394240751967e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	5,1746,2,275
ROBO4	97	1.55300875941027e-06	0.000315564975752334	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	319,24,157,492
DUOX1	98	1.60413236104866e-06	0.000322627028941522	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	498,83,237,18
PPP1R14B	99	1.68317147623418e-06	0.00033510413935935	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	114,525,148,192
VGLL3	100	1.79305742487799e-06	0.000353411618443452	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	238,86,286,510
CDO1	101	1.89354515705044e-06	0.000369522525202616	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	24,540,224,155
CPB2	102	1.92301612356496e-06	0.000371594586230053	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	271,380,519,196
CRTAC1	103	1.9678659274776e-06	0.000376569295442559	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	481,328,522,243
PDZD2	104	2.01349570632501e-06	0.000379161199590126	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	527,273,65,103
FAM189A2	105	2.01988462490935e-06	0.000379161199590126	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	745,34,29,99
NME1	106	2.13905686619968e-06	0.000396991646944091	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	535,185,101,83
SMAD6	107	2.15515505951384e-06	0.000396991646944091	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	536,437,379,241
COL13A1	108	2.2204581737108e-06	0.00040523361670222	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	456,481,26,538
MARCO	109	2.25366071088699e-06	0.000407519748730115	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	542,307,133,318
OLFML1	110	2.30416095246139e-06	0.000412166545680082	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	130,569,355,169
HBEGF	111	2.32118145968996e-06	0.000412166545680082	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	279,570,176,405
SLC6A4	112	2.47864322700678e-06	0.00043165256511234	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	207,155,173,553
CELF2	113	2.47869130207305e-06	0.00043165256511234	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	107,56,80,862
GPD1	114	2.49662062013226e-06	0.00043165256511234	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	298,140,367,554
WWC2	115	2.89724267128253e-06	0.000496562200443292	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	577,45,60,199
WISP2	116	2.99933840493462e-06	0.000509628965183287	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	445,607,465,476
FGFR4	117	3.06187680800211e-06	0.00051580847765574	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	402,610,3,56
MACF1	118	3.16409131801491e-06	0.000528341027241098	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2246,105,32,115
HLX	119	3.18988240698583e-06	0.000528341027241098	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	591,458,220,364
MELK	120	3.29958464680964e-06	0.000541956778238484	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	444,214,594,543
LMO2	121	3.55087179935219e-06	0.000578410604671336	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	292,632,588,159
SNX1	122	3.62182791164204e-06	0.000585133017528399	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	610,146,158,245
PKNOX2	123	3.718083876227e-06	0.000590792339708587	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	164,639,30,109
FAM65A	124	3.74244470471015e-06	0.000590792339708587	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	547,640,433,224
ASPM	125	3.76692504639522e-06	0.000590792339708587	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	296,252,383,614
GPM6B	126	3.77675468306859e-06	0.000590792339708587	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	124,824,40,48
ANGPT1	127	3.86604935963141e-06	0.000599998684081378	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	171,237,618,166
CCNB2	128	4.2284559174593e-06	0.000651116141665021	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	634,169,534,519
FBLN5	129	4.30931653109115e-06	0.000657484060747386	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	188,662,232,132
SLC2A1	130	4.33652602217961e-06	0.000657484060747386	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	239,534,602,636
LRRC36	131	4.39133135866477e-06	0.000660711000605211	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	640,7,304,146
THBD	132	4.47451133186013e-06	0.000668125896598206	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	369,668,104,143
CYP4B1	133	4.70210455105198e-06	0.00069683068196417	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	651,134,199,191
ANOS1	134	5.05963667774303e-06	0.000744219693420263	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	264,688,181,211
TMEM204	135	5.30906405564005e-06	0.000770984372396054	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	464,696,201,124
PLAC9	136	5.34505124493481e-06	0.000770984372396054	3	gene1.txt, gene2.txt, gene3.txt	34,90,137,NA
GAPDH	137	5.40493638081396e-06	0.000770984372396054	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	674,52,416,168
MCM4	138	5.43718050548206e-06	0.000770984372396054	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	491,301,673,507
SYNM	139	5.43718050548206e-06	0.000770984372396054	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	675,529,334,114
SAP18	140	5.8014680000692e-06	0.000809022395233242	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	686,497,501,415
CEP55	141	5.83546918674908e-06	0.000809022395233242	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	673,333,685,372
AHNAK	142	5.83546918674908e-06	0.000809022395233242	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	687,674,63,201
UBL3	143	5.86961961026654e-06	0.000809022395233242	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	517,714,452,406
MIF	144	5.95075589774337e-06	0.000814509713503624	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1656,145,75,107
PRX	145	6.11288791434409e-06	0.000830931177873945	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	695,500,56,441
PLSCR4	146	6.51034690701897e-06	0.00087889683244756	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	558,734,476,581
DENND3	147	6.60048763232302e-06	0.000885004158048209	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1036,49,147,140
COX7A1	148	6.69727967053492e-06	0.000891914745312454	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	57,739,366,128
CACNA2D2	149	7.08319267870591e-06	0.000935920252556801	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	721,447,571,276
ARHGAP44	150	7.12268076527246e-06	0.000935920252556801	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	722,291,315,452
VSIG4	151	7.32260352767241e-06	0.000955817983645187	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	183,756,257,390
ITLN2	152	7.46964809811751e-06	0.000968597131670369	2	gene1.txt, gene3.txt	9,NA,11,NA
TMEM177	153	7.60952973531796e-06	0.000980286477667431	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	304,764,499,651
ICAM2	154	8.12092007780887e-06	0.00103937230346502	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	693,776,88,185
LHFP	155	8.20859453422472e-06	0.0010438154727069	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	309,778,335,179
LGI3	156	8.50683226286769e-06	0.00106974526016028	3	gene1.txt, gene2.txt, gene3.txt	23,77,160,NA
AGTR1	157	8.52105559843554e-06	0.00106974526016028	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	390,327,753,24
WFDC1	158	8.79590637048331e-06	0.00109726148457105	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	761,388,175,220
SGPL1	159	8.9357987588706e-06	0.00110656846022907	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	653,474,762,534
AOX1	160	8.9827982565526e-06	0.00110656846022907	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	339,450,763,586
KCNK3	161	9.15952501372144e-06	0.00111600607768476	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2155,41,164,34
GATA2	162	9.17265269329936e-06	0.00111600607768476	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	769,417,50,151
LIMCH1	163	9.4141842866646e-06	0.00113836547417276	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	774,429,113,215
SPP1	164	9.71028288465179e-06	0.0011670102174176	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	436,265,778,14
ALDH18A1	165	1.01158802212623e-05	0.00120838787370352	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	788,665,82,307
FEN1	166	1.03233787047346e-05	0.00122574574861638	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	792,742,777,612
TIMP3	167	1.04810850101474e-05	0.00122965586636908	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	343,826,92,550
FGF2	168	1.04810850101474e-05	0.00122965586636908	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	795,254,279,465
STARD8	169	1.08560901772176e-05	0.0012661156058755	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	802,181,254,268
HMMR	170	1.09650588613011e-05	0.00126739828082373	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	416,407,664,802
DPYSL2	171	1.10198498045879e-05	0.00126739828082373	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	805,635,178,184
TK1	172	1.10748458291187e-05	0.00126739828082373	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	318,700,555,804
FXYD6	173	1.11242974420348e-05	0.00126739828082373	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	177,2081,89,59
PID1	174	1.12968909713342e-05	0.001279665063477	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	352,845,59,187
GJA4	175	1.15791232482059e-05	0.00130414010984079	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	459,850,542,76
UBE2C	176	1.18086899625299e-05	0.00132243908614468	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	395,207,622,817
CBX7	177	1.19247450120608e-05	0.00132789109710575	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	821,477,634,232
LTBP4	178	1.23975404061307e-05	0.00137278382811706	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	472,865,58,313
MYZAP	179	1.29259407733622e-05	0.00142329772426239	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	142,37,184,12599
SPARCL1	180	1.31956454609716e-05	0.00144492317797639	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	70,854,840,193
GAS6	181	1.33217678192189e-05	0.00145067427467847	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	573,881,490,233
MSR1	182	1.34487921209451e-05	0.00145645985002103	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	179,883,678,688
KNTC1	183	1.4230119688497e-05	0.00153265387464632	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	858,649,431,571
LAMP3	184	1.43635782803734e-05	0.00153862026035957	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	139,897,273,289
SEPT4	185	1.48380873731864e-05	0.00158017248099217	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	571,191,865,172
CLDN5	186	1.49118255436095e-05	0.00158017248099217	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	195,968,169,33
SH2D3C	187	1.5144238086426e-05	0.00159191281810578	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	93,139,194,8774
HSD17B6	188	1.51841506749815e-05	0.00159191281810578	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	872,125,98,425
ARHGEF6	189	1.55362323018905e-05	0.00161795010564178	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	225,918,858,158
KLF9	190	1.56073769242494e-05	0.00161795010564178	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	878,836,317,429
HYAL1	191	1.56787656102273e-05	0.00161795010564178	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	879,590,48,263
GHR	192	1.60979735798894e-05	0.00165255760031052	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	41,1193,171,198
KIF14	193	1.67792641758501e-05	0.00171357148655961	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	520,278,892,758
ALOX5	194	1.69302577281324e-05	0.00172007927743036	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	359,518,405,894
SHMT2	195	1.70822680677577e-05	0.00172662309546413	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	898,859,438,667
PLA2G1B	196	1.7389357337091e-05	0.00174756386570615	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	902,53,332,321
HSPB2	197	1.7466772275196e-05	0.00174756386570615	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	122,945,272,399
P3H4	198	1.77790196949181e-05	0.00176982059690321	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	595,597,256,905
SNRK	199	1.84968714008183e-05	0.00183202681060366	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	916,271,398,164
ASPA	200	1.87409169839899e-05	0.00183662069592673	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	223,46,917,60
OLR1	201	1.87409169839899e-05	0.00183662069592673	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	462,356,327,917
SFXN1	202	1.88227996233992e-05	0.00183662069592673	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	460,759,918,737
VIPR1	203	1.89247999296332e-05	0.00183747687986735	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	959,213,108,209
PTRF	204	1.93197445194085e-05	0.00186662825724285	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	582,969,211,213
CCM2L	205	2.03118957980631e-05	0.00195291446916987	3	gene1.txt, gene2.txt, gene3.txt	48,218,91,NA
CD34	206	2.04301642296924e-05	0.00195475017945261	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	266,528,937,117
NOTCH4	207	2.05971844393e-05	0.00196121017052465	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1143,219,174,88
HYAL2	208	2.07812653569856e-05	0.00196922471243359	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	720,986,179,413
CENPF	209	2.14970241287368e-05	0.00201402654610792	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	134,193,949,494
CSTF2	210	2.14970241287368e-05	0.00201402654610792	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	488,539,321,949
