GeneID	Rank	Score	p.adjust	FileCount	FileNames	GenePositions
CAV2	54	0.00571224229837103	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	66,330,72,106
DPEP2	55	0.0057827302918035	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	128,98,218,64
SVEP1	56	0.00580188203884851	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	89,99,318,63
DUOX1	57	0.00580510744453585	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	498,83,237,18
ZNF106	58	0.00583912680664089	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	262,147,71,66
GPM6B	59	0.00591933284957009	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	124,824,40,48
SDPR	60	0.00594291440287365	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	194,177,35,161
LRRC36	61	0.00602004399668848	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	640,7,304,146
CD93	62	0.00611614546477302	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	72,295,208,50
SASH1	63	0.00625945989941593	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	288,251,83,40
MCEMP1	64	0.00627872948462507	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	86,29,5,NA
MFAP4	65	0.00654391764763648	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	44,220,280,104
WWC2	66	0.00665041171442394	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	577,45,60,199
AOC3	67	0.00674189873693575	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	250,160,154,52
PKNOX2	68	0.00680795886600649	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	164,639,30,109
ADAMTSL3	69	0.00688500945194114	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	493,67,231,46
ABCA8	70	0.00693905796466571	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	33,81,4971,27
TACC1	71	0.00696270698280545	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	200,236,165,47
GSTM5	72	0.007026736544985	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	49,468,74,227
SGCG	73	0.00709472834216943	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	36,241,162,279
RAMP2	74	0.00714952141496319	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	324,434,102,29
CELF2	75	0.00715134277904749	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	107,56,80,862
GPX3	76	0.00716408402074718	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	254,377,46,95
CDO1	77	0.00730943403405933	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	24,540,224,155
ADRB2	78	0.00745293919503574	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	217,143,85,182
KCNK3	79	0.00745879700915054	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2155,41,164,34
MME	80	0.00770224647594286	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	131,1635,4,659
ASPA	81	0.00771622281252042	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	223,46,917,60
HBA2	82	0.00772843815196419	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	101,391,61,236
ROBO4	83	0.00781585221652113	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	319,24,157,492
STXBP6	84	0.00791057755942274	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	317,232,145,57
SLIT2	85	0.00807571578581195	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	451,224,128,51
TOP2A	86	0.00813546691567354	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	118,94,347,177
NME1	87	0.00856767317696072	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	535,185,101,83
CFD	88	0.00863585871344715	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	112,286,203,134
MACF1	89	0.00865960654408016	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2246,105,32,115
ADIRF	90	0.00867642648841326	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	228,341,122,94
PDZD2	91	0.00887179005691289	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	527,273,65,103
CLDN5	92	0.00900747964437533	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	195,968,169,33
DENND3	93	0.00902255041644696	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1036,49,147,140
PAFAH1B3	94	0.00909032792570981	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	385,108,76,334
SFTPC	95	0.00933077909644905	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1558,65,325,36
HBB	96	0.00938703241181142	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	94,375,161,218
SPP1	97	0.00948129463711503	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	436,265,778,14
RASL12	98	0.0101035321834901	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	236,277,196,127
GHR	99	0.0101303870042609	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	41,1193,171,198
PPP1R14B	100	0.0101659893852748	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	114,525,148,192
STX12	101	0.0103218019066092	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	396,211,236,89
FXYD6	102	0.0104996186761153	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	177,2081,89,59
MIF	103	0.0105649563760522	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1656,145,75,107
COX7A1	104	0.0105831855919488	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	57,739,366,128
SOX17	105	0.0106881827204261	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	37,386,368,392
CALCRL	106	0.0108286225781403	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	196,112,260,374
FGR	107	0.0108630191502049	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	158,245,159,356
TNXB	108	0.0109341973329062	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	5153,1,12031,35
AGTR1	109	0.0110076505068748	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	390,327,753,24
RECK	110	0.0110794706607662	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	132,201,370,240
GATA2	111	0.011123518425641	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	769,417,50,151
GAPDH	112	0.0111686028561919	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	674,52,416,168
GOLM1	113	0.0114321935763106	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	265,1773,38,152
EFCC1	114	0.0115651201084318	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	162,560,27,1166
VGLL3	115	0.0117650899056244	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	238,86,286,510
COL13A1	116	0.0117952106889212	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	456,481,26,538
SLC6A4	117	0.011855108868749	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	207,155,173,553
PID1	118	0.0119910339211395	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	352,845,59,187
CYP4B1	119	0.0120966185153469	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	651,134,199,191
C1orf21	120	0.0121383719056813	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	450,115,153,423
SNX1	121	0.0122202213555903	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	610,146,158,245
THBD	122	0.0123391926072854	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	369,668,104,143
FBLN5	123	0.0124422958053126	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	188,662,232,132
NOTCH4	124	0.0125576155671483	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1143,219,174,88
LRRN3	125	0.012672644586734	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	237,1353,305,42
TIE1	126	0.0127308925073532	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	156,305,1338,65
ANGPT1	127	0.0127770674924715	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	171,237,618,166
LRRC32	128	0.0128731252792337	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	490,373,195,122
OLFML1	129	0.0128927211592669	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	130,569,355,169
SRPX	130	0.013010973066418	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	67,1435,316,149
HSD17B6	131	0.0131091103162872	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	872,125,98,425
KANK2	132	0.0131174110231445	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	290,312,251,204
VIPR1	133	0.0131513532156459	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	959,213,108,209
PLA2G1B	134	0.0134176767873311	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	902,53,332,321
AQP4	135	0.0136580468934007	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	184,347,296,291
LGI3	136	0.0137788287423572	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	23,77,160,NA
HSPA12B	137	0.0138065274214037	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	83,89,39,NA
AHNAK	138	0.0138866100574256	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	687,674,63,201
LPL	139	0.0139975291335253	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	644,1084,69,126
FEZ1	140	0.0140333684291703	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	116,2321,269,85
HYAL1	141	0.0142557351830934	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	879,590,48,263
CDC20	142	0.0143985744725949	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	245,167,397,410
PCOLCE2	143	0.0144380175705842	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	291,1062,53,421
ANOS1	144	0.0144686936390841	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	264,688,181,211
FZD4	145	0.0145344221329228	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	448,1019,408,38
MARCO	146	0.0145725505982009	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	542,307,133,318
CAT	147	0.0145813775744708	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	259,262,1352,77
LTBP4	148	0.0147047383199862	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	472,865,58,313
TGFBR2	149	0.0147155061738491	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	301,334,354,207
PYCR1	150	0.0148493023350616	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	6,292,16065,269
QKI	151	0.0149384307929642	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2373,12,1906,139
LIMCH1	152	0.0150150835681215	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	774,429,113,215
TMEM204	153	0.0150308947819073	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	464,696,201,124
MFNG	154	0.0151336627624318	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	92,1215,748,100
PLAC9	155	0.0152109231051377	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	34,90,137,NA
PRX	156	0.0152664203727268	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	695,500,56,441
GPD1	157	0.0152883424647575	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	298,140,367,554
ITIH5	158	0.0153147526652313	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2603,15,4962,43
ICAM2	159	0.0153458066357748	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	693,776,88,185
TBX3	160	0.0155230378141754	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	492,1151,97,167
PAICS	161	0.0155577580923016	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	421,402,378,145
SPARCL1	162	0.015687014981267	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	70,854,840,193
HSPB8	163	0.0156928725080519	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	455,239,369,234
LAMP3	164	0.0157445575943214	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	139,897,273,289
SEMA5A	165	0.0157719709370385	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	365,326,996,82
DNASE1L3	166	0.015796923853737	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	45,1127,1105,175
KLF4	167	0.0158975314650639	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	423,1071,129,173
STARD8	168	0.0159196311345538	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	802,181,254,268
CPB2	169	0.016017102664734	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	271,380,519,196
SRPK1	170	0.0161389986283813	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	209,1089,228,208
TMEM74B	171	0.0162752491142566	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	669,1787,22,422
GPIHBP1	172	0.0163125443756138	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	77,84,87,NA
HBEGF	173	0.0163333386121017	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	279,570,176,405
MAMDC2	174	0.0163484619568699	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	227,13,187,NA
WFDC1	175	0.016371274086115	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	761,388,175,220
CD300LG	176	0.0165353918190764	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	61,408,24,NA
MYZAP	177	0.0165634526476326	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	142,37,184,12599
CENPF	178	0.0166847844310758	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	134,193,949,494
HSPB2	179	0.0166984182560346	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	122,945,272,399
ALDH18A1	180	0.0170063940935857	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	788,665,82,307
MYH10	181	0.0170233828447843	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	387,509,259,261
SYNM	182	0.0171205455922368	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	675,529,334,114
VSIG4	183	0.0171817325153583	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	183,756,257,390
RRAS	184	0.0171903853229252	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	338,1774,66,350
TIMP3	185	0.0173523339226592	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	343,826,92,550
LHFP	186	0.017368292959357	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	309,778,335,179
PTPRM	187	0.0174681745922969	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	345,489,253,346
MMRN2	188	0.0175916292069463	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	798,66,4576,62
CD34	189	0.0176408117342339	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	266,528,937,117
GJA4	190	0.0178450710666985	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	459,850,542,76
SNRK	191	0.0179734991889039	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	916,271,398,164
SEPT4	192	0.0179964971740456	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	571,191,865,172
DPYSL2	193	0.0180417064870924	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	805,635,178,184
LMO2	194	0.0181570517535046	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	292,632,588,159
ENG	195	0.0182064936966677	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1015,461,284,131
ASPM	196	0.0183034735376873	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	296,252,383,614
CRYAB	197	0.0184289419960061	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	98,4815,450,87
GNG11	198	0.0184375055143127	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	403,508,314,285
CDH13	199	0.0184552875731113	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	269,5194,23,577
MT1M	200	0.0184625509708838	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	146,1039,492,249
MDK	201	0.0185891779711775	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	358,1270,192,217
HOXA5	202	0.0186217972738958	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	174,1919,425,135
CCM2L	203	0.0186921446232837	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	48,218,91,NA
SLC1A1	204	0.0187164812219055	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1874,675,34,450
SOSTDC1	205	0.018791636760524	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	232,2842,167,180
TAL1	206	0.0188235205309137	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2903,76,3162,28
TRPV2	207	0.0188274489192104	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	965,352,274,212
LMO7	208	0.0188335041836543	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1413,129,131,810
CRTAC1	209	0.0189008468787881	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	481,328,522,243
ARHGEF15	210	0.0190504151162283	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2022,54,1678,113
DENND2A	211	0.0191459844486884	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1233,345,163,304
SMAD6	212	0.0191600556814489	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	536,437,379,241
CPED1	213	0.0192072869842736	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	233,268,139,2451
DES	214	0.0192146177927494	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	260,228,1277,280
HLX	215	0.019223991898725	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	591,458,220,364
SH2D3C	216	0.0193818353393031	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	93,139,194,8774
CCL23	217	0.0195138792466415	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	52,536,1088,754
BTNL9	218	0.0197020773262017	0.861572634315436	3	gene1.txt, gene2.txt, gene3.txt	422,43,67,NA
TBX2	219	0.0197026060979426	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2645,822,135,81
WFS1	220	0.0198146573260079	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1249,255,483,156
PTRF	221	0.0199872885187221	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	582,969,211,213
ADGRE5	222	0.0200346762719666	0.861572634315436	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1187,456,189,250
