GeneID	Rank	Score	p.adjust	FileCount	FileNames	GenePositions
ADARB1	27	5.31679792736473e-10	3.88126248697625e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	55,106,94,41
S1PR1	28	5.61392309907847e-10	3.95180086724417e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	29,120,107,45
RGCC	29	6.16752611790195e-10	4.19179102702922e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	22,116,112,78
FMO2	30	7.14484669627102e-10	4.69416427945006e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	8,157,151,138
LYVE1	31	9.27790091001536e-10	5.79664539521959e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	4,175,233,97
FCN3	32	9.41109348792627e-10	5.79664539521959e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	302,31,25,73
TMEM100	33	1.08467475389187e-09	6.47846648460868e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	159,85,17,111
SPOCK2	34	1.14634489977449e-09	6.64542881604563e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	27,184,103,44
CLDN18	35	1.41612056283703e-09	7.97478179814798e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	135,50,115,75
FXYD1	36	1.53779611054442e-09	8.06030857147034e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	43,107,146,74
SLIT3	37	1.57574113405405e-09	8.06030857147034e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	20,16,1185,58
RASIP1	38	1.59336552335811e-09	8.06030857147034e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	246,208,21,30
EMCN	39	1.59488601870798e-09	8.06030857147034e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	42,25,365,70
FOXF1	40	1.73146030448966e-09	8.53177065037279e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	297,121,33,23
TNNC1	41	1.85827125197391e-09	8.8340427734195e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	306,23,51,84
LIMS2	42	1.88244442660385e-09	8.8340427734195e-07	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	74,248,57,68
FHL5	43	2.29705588392665e-09	1.03595694648128e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	91,59,221,61
ACVRL1	44	2.31263854110484e-09	1.03595694648128e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	126,79,16,242
RAMP3	45	2.67505305679667e-09	1.17167323887694e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	197,39,105,105
CLIC5	46	2.98470136197846e-09	1.24477067216416e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	518,18,47,90
TGFBR3	47	2.99984728416168e-09	1.24477067216416e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	147,171,166,32
GPM6A	48	3.0314049854835e-09	1.24477067216416e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	193,27,471,17
CLEC1A	49	3.27595932185504e-09	1.31773792313802e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	10,154,185,255
FGFR4	50	3.56154967909645e-09	1.40396288349982e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	402,610,3,56
FAM189A2	51	4.28733762977361e-09	1.65692989574192e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	745,34,29,99
SDPR	52	4.82165105141296e-09	1.82759119660287e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	194,177,35,161
DPEP2	53	5.40155622857638e-09	2.00876742009888e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	128,98,218,64
SVEP1	54	5.60253684023466e-09	2.04492594668565e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	89,99,318,63
CAV2	55	5.82107806564283e-09	2.08606270316037e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	66,330,72,106
EPAS1	56	6.02996491121723e-09	2.12233229285878e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	149,320,62,37
ZNF106	57	6.40064522905613e-09	2.21327574499467e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	262,147,71,66
CD93	58	9.49475740725436e-09	3.2265804913273e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	72,295,208,50
AOC3	59	9.75863021042971e-09	3.26004409233169e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	250,160,154,52
VWF	60	1.02254967196806e-08	3.34035972548561e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	102,188,402,19
TACC1	61	1.03379981356988e-08	3.34035972548561e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	200,236,165,47
ADRB2	62	1.05976886937432e-08	3.36903942183354e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	217,143,85,182
SASH1	63	1.08440816876241e-08	3.39264841369954e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	288,251,83,40
GPM6B	64	1.15079644670777e-08	3.54409343197033e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	124,824,40,48
MFAP4	65	1.26402326211283e-08	3.8329074609606e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	44,220,280,104
DUOX1	66	1.41108451907884e-08	4.21401149561273e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	498,83,237,18
SGCG	67	1.47188672903312e-08	4.32998319839444e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	36,241,162,279
LRRC36	68	1.64500314244603e-08	4.76808999082518e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	640,7,304,146
WWC2	69	1.92691620587209e-08	5.50427803155637e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	577,45,60,199
CELF2	70	1.96157647029234e-08	5.52323888992314e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	107,56,80,862
ADAMTSL3	71	2.06340902393262e-08	5.72813969883266e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	493,67,231,46
GPX3	72	2.12210740524326e-08	5.79062601002759e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	254,377,46,95
GSTM5	73	2.15454424512506e-08	5.79062601002759e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	49,468,74,227
CFD	74	2.17405542740762e-08	5.79062601002759e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	112,286,203,134
PKNOX2	75	2.2694400220571e-08	5.96408837796605e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	164,639,30,109
TOP2A	76	2.33721540405974e-08	6.04422572185763e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	118,94,347,177
ABCA8	77	2.36126524902607e-08	6.04422572185763e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	33,81,4971,27
RAMP2	78	2.40202613453531e-08	6.06973527072962e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	324,434,102,29
STXBP6	79	2.4367775512845e-08	6.07960576402754e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	317,232,145,57
HBA2	80	2.63666024805917e-08	6.49607168615578e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	101,391,61,236
MCEMP1	81	2.78203992819664e-08	6.76963049194516e-06	3	gene1.txt, gene2.txt, gene3.txt	86,29,5,NA
CDO1	82	2.83656888906058e-08	6.81814302480292e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	24,540,224,155
RASL12	83	2.93446619416222e-08	6.93192113086253e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	236,277,196,127
ADIRF	84	2.95424340432497e-08	6.93192113086253e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	228,341,122,94
KCNK3	85	3.37531335271581e-08	7.82675602141512e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2155,41,164,34
SLIT2	86	3.63449902106686e-08	8.29157864043025e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	451,224,128,51
ROBO4	87	3.65990533595856e-08	8.29157864043025e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	319,24,157,492
NME1	88	3.73231882213945e-08	8.35954590731461e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	535,185,101,83
ASPA	89	3.81391959732055e-08	8.44633205204359e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	223,46,917,60
PAFAH1B3	90	3.99198040388513e-08	8.74243708450843e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	385,108,76,334
HBB	91	4.09214227190501e-08	8.86331034936789e-06	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	94,375,161,218
FGR	92	5.02251669877252e-08	1.07374762520671e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	158,245,159,356
SOX17	93	5.06638909914888e-08	1.07374762520671e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	37,386,368,392
PDZD2	94	5.27857503790684e-08	1.09542034699934e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	527,273,65,103
DENND3	95	5.34367905443142e-08	1.09542034699934e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1036,49,147,140
MACF1	96	5.34934377805585e-08	1.09542034699934e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2246,105,32,115
KANK2	97	5.39095756767815e-08	1.09542034699934e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	290,312,251,204
PPP1R14B	98	5.72018486528732e-08	1.14632049350751e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	114,525,148,192
MME	99	5.75777416830257e-08	1.14632049350751e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	131,1635,4,659
STX12	100	5.82037679494997e-08	1.14719626628464e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	396,211,236,89
RECK	101	6.12999969393879e-08	1.19626033631221e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	132,201,370,240
CLDN5	102	6.35802160637611e-08	1.22859417511444e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	195,968,169,33
CALCRL	103	6.46513623561661e-08	1.23716344858256e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	196,112,260,374
AQP4	104	7.5007224995302e-08	1.42153115832442e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	184,347,296,291
SPP1	105	8.48374544069622e-08	1.58607884198269e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	436,265,778,14
SLC6A4	106	8.52990143329098e-08	1.58607884198269e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	207,155,173,553
COL13A1	107	9.38219667235091e-08	1.71328511881296e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	456,481,26,538
MIF	108	9.38786366472856e-08	1.71328511881296e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1656,145,75,107
TGFBR2	109	9.69567971182236e-08	1.75322795522953e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	301,334,354,207
CYP4B1	110	1.00188357814187e-07	1.78772420525001e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	651,134,199,191
SFTPC	111	1.00852295768606e-07	1.78772420525001e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1558,65,325,36
GHR	112	1.01585545909691e-07	1.78772420525001e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	41,1193,171,198
C1orf21	113	1.0602941143031e-07	1.84941566308974e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	450,115,153,423
VGLL3	114	1.19233168658071e-07	2.06147873179876e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	238,86,286,510
SNX1	115	1.20697953109481e-07	2.06865796155467e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	610,146,158,245
ANGPT1	116	1.22558386057883e-07	2.08243602517316e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	171,237,618,166
FXYD6	117	1.24167938645144e-07	2.09175219717588e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	177,2081,89,59
COX7A1	118	1.27562973943606e-07	2.12843832410834e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	57,739,366,128
AGTR1	119	1.28505408710752e-07	2.12843832410834e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	390,327,753,24
FBLN5	120	1.31938810494716e-07	2.1670949623757e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	188,662,232,132
CDC20	121	1.42370762770195e-07	2.3191138299178e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	245,167,397,410
GAPDH	122	1.52538390347143e-07	2.45555422219657e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	674,52,416,168
LRRC32	123	1.53238543546514e-07	2.45555422219657e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	490,373,195,122
PAICS	124	1.62541788742489e-07	2.57149739303656e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	421,402,378,145
OLFML1	125	1.64256847723718e-07	2.57149739303656e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	130,569,355,169
GATA2	126	1.64387961198684e-07	2.57149739303656e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	769,417,50,151
THBD	127	1.7069844898419e-07	2.64918616494361e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	369,668,104,143
VIPR1	128	1.72517089093018e-07	2.65649361408078e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	959,213,108,209
HSPB8	129	1.83283246687694e-07	2.80039751334453e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	455,239,369,234
NOTCH4	130	1.94827296999952e-07	2.95388155682235e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	1143,219,174,88
ANOS1	131	1.99935595797356e-07	3.00819129249304e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	264,688,181,211
PID1	132	2.09385874933819e-07	3.1265118143527e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	352,845,59,187
MARCO	133	2.10986420087093e-07	3.12672356384708e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	542,307,133,318
GOLM1	134	2.18436036043306e-07	3.21296587344296e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	265,1773,38,152
PTPRM	135	2.25782262437119e-07	3.29642103158193e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	345,489,253,346
EFCC1	136	2.42219868601224e-07	3.51040706627215e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	162,560,27,1166
HSD17B6	137	2.45622530375922e-07	3.53336124990597e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	872,125,98,425
MYH10	138	2.47389067725532e-07	3.53336124990597e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	387,509,259,261
PLA2G1B	139	2.55786901357728e-07	3.62702145738189e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	902,53,332,321
CPB2	140	2.62609931697757e-07	3.69717268125913e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	271,380,519,196
TNXB	141	2.64984980466092e-07	3.7041517482175e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	5153,1,12031,35
SRPK1	142	2.68315918052725e-07	3.72430052452057e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	209,1089,228,208
GPD1	143	2.74782898617734e-07	3.75910080188111e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	298,140,367,554
LRRN3	144	2.75694112146817e-07	3.75910080188111e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	237,1353,305,42
AHNAK	145	2.76544706378874e-07	3.75910080188111e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	687,674,63,201
HSPA12B	146	2.83786327088324e-07	3.83111541569238e-05	3	gene1.txt, gene2.txt, gene3.txt	83,89,39,NA
GNG11	147	2.92325934671959e-07	3.89291625258271e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	403,508,314,285
STARD8	148	2.93391407888627e-07	3.89291625258271e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	802,181,254,268
TIE1	149	2.942894579578e-07	3.89291625258271e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	156,305,1338,65
HBEGF	150	3.1888493121575e-07	4.19014799617496e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	279,570,176,405
SRPX	151	3.26222404939866e-07	4.25817457044024e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	67,1435,316,149
PRX	152	3.29286658185472e-07	4.26989475844451e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	695,500,56,441
GPIHBP1	153	3.3920363528482e-07	4.36974094866916e-05	3	gene1.txt, gene2.txt, gene3.txt	77,84,87,NA
CAT	154	3.45303830406131e-07	4.41364661573501e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	259,262,1352,77
TMEM204	155	3.47090423865513e-07	4.41364661573501e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	464,696,201,124
LAMP3	156	3.52136993611613e-07	4.4491154769775e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	139,897,273,289
FZD4	157	3.67276050397833e-07	4.61083500212821e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	448,1019,408,38
LPL	158	3.84291108397893e-07	4.79390996615346e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	644,1084,69,126
CRTAC1	159	3.8934782509639e-07	4.81095548805745e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	481,328,522,243
FEZ1	160	3.91704322029777e-07	4.81095548805745e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	116,2321,269,85
ICAM2	161	3.92980128654109e-07	4.81095548805745e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	693,776,88,185
SMAD6	162	3.98359856117305e-07	4.82069481724825e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	536,437,379,241
LIMCH1	163	3.98667303506578e-07	4.82069481724825e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	774,429,113,215
HYAL1	164	4.05796743904128e-07	4.82698309064024e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	879,590,48,263
MFNG	165	4.06494251534486e-07	4.82698309064024e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	92,1215,748,100
LTBP4	166	4.0653434451866e-07	4.82698309064024e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	472,865,58,313
WFDC1	167	4.24381965814677e-07	5.00872368036364e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	761,388,175,220
ASPM	168	4.27832101773973e-07	5.01938733688393e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	296,252,383,614
PCOLCE2	169	4.31114517209476e-07	5.02796871846081e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	291,1062,53,421
LHFP	170	4.43015436227877e-07	5.13637308708909e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	309,778,335,179
SPARCL1	171	4.61768051382641e-07	5.32248438172623e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	70,854,840,193
VSIG4	172	4.89705877044265e-07	5.59832746035922e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	183,756,257,390
LMO2	173	4.93055712589858e-07	5.59832746035922e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	292,632,588,159
SEMA5A	174	4.94220689042367e-07	5.59832746035922e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	365,326,996,82
HLX	175	5.05552919966609e-07	5.69397031573821e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	591,458,220,364
KLF4	176	5.23447518395464e-07	5.84133614840123e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	423,1071,129,173
SYNM	177	5.24564433418071e-07	5.84133614840123e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	675,529,334,114
LGI3	178	5.33324814669681e-07	5.90552365007832e-05	3	gene1.txt, gene2.txt, gene3.txt	23,77,160,NA
DNASE1L3	179	5.53865753400313e-07	6.09871173157552e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	45,1127,1105,175
TBX3	180	5.70008366914715e-07	6.24159161771613e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	492,1151,97,167
DPYSL2	181	5.73847080275485e-07	6.24890936587282e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	805,635,178,184
PYCR1	182	5.92325942100781e-07	6.41469468066285e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	6,292,16065,269
HSPB2	183	6.00217285256573e-07	6.4646353510421e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	122,945,272,399
DES	184	6.07217711571008e-07	6.50448972557857e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	260,228,1277,280
CENPF	185	6.19044776635764e-07	6.59533651215725e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	134,193,949,494
ALDH18A1	186	6.24539942841413e-07	6.61810874914207e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	788,665,82,307
WISP2	187	6.36874055578824e-07	6.654672393143e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	445,607,465,476
SEPT4	188	6.39483143124994e-07	6.654672393143e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	571,191,865,172
QKI	189	6.39952247927598e-07	6.654672393143e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2373,12,1906,139
PLAC9	190	6.41495563012263e-07	6.654672393143e-05	3	gene1.txt, gene2.txt, gene3.txt	34,90,137,NA
MELK	191	6.46642236160268e-07	6.67294160980046e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	444,214,594,543
TRPV2	192	6.50237386107692e-07	6.67509316676177e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	965,352,274,212
GJA4	193	6.6305185579567e-07	6.77137413354023e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	459,850,542,76
TIMP3	194	6.67651755918958e-07	6.78320417998075e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	343,826,92,550
CCNB2	195	6.83034731326825e-07	6.90390489971883e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	634,169,534,519
SNRK	196	7.02092438449148e-07	7.06032753154729e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	916,271,398,164
SOSTDC1	197	7.22253509749855e-07	7.1954168350408e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	232,2842,167,180
FAM65A	198	7.22827261967569e-07	7.1954168350408e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	547,640,433,224
ARHGAP44	199	7.60073001348132e-07	7.50335326590474e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	722,291,315,452
MDK	200	7.61375267976128e-07	7.50335326590474e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	358,1270,192,217
RRAS	201	7.68368481914799e-07	7.53459839728392e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	338,1774,66,350
FERMT2	202	7.74200043210568e-07	7.5541994315249e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	351,1104,265,252
ITIH5	203	7.94592661212123e-07	7.71498588792657e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	2603,15,4962,43
CD34	204	8.09743108458091e-07	7.82354738613185e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	266,528,937,117
FGF2	205	8.13842672826949e-07	7.82479955191179e-05	4	gene1.txt, gene2.txt, gene3.txt, gene4.txt	795,254,279,465
